id,estado,faixa_etaria,genero,classe_economica,usa_internet,horas_por_dia,recebeu_mensagem_estranha,clicou_link_suspeito,compartilhou_dados_pessoais,recebeu_cyberbullying,viu_conteudo_inapropriado,recebeu_golpe,usa_senha_forte,verifica_privacidade,fala_com_responsavel,tem_antivirus,sabe_reconhecer_golpe,usa_youtube,usa_tiktok,usa_instagram,usa_whatsapp,usa_discord,usa_twitch,usa_facebook,usa_telegram,usa_snapchat,tipo_golpe_sofreu,interesse_seguranca,score_conhecimento,risco_total,perfil_risco
2111,SP,11-12 anos,Feminino,C,1,3.068058150776927,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,Nenhum,Muito alto,44.90727834767286,0,MÉDIO
2112,SP,7-8 anos,Feminino,B2,1,3.37566105654734,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,Nenhum,Muito alto,25.217497108510376,0,MÉDIO
2113,SP,13-14 anos,Masculino,D/E,1,3.6733233529753964,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,Nenhum,Muito alto,44.79116157819635,0,MÉDIO
2114,PA,9-10 anos,Masculino,B1,1,2.249701215919394,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,Nenhum,Alto,21.24779702060354,1,MÉDIO
2115,PE,11-12 anos,Feminino,D/E,0,5.406964006904575,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,Nenhum,Muito alto,50.50846431693722,1,MÉDIO
2116,SP,11-12 anos,Feminino,D/E,1,2.1783954298180817,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,Nenhum,Muito alto,32.54254870660775,3,ALTO
2117,BA,15-16 anos,Feminino,C,1,5.713335214499693,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,Nenhum,Alto,19.97560432720668,1,MÉDIO
2118,PR,15-16 anos,Masculino,D/E,1,9.47394215412326,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,Nenhum,Médio,66.18352201041348,2,MÉDIO
2119,SP,11-12 anos,Feminino,C,1,2.3412818821318724,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,Nenhum,Médio,23.03399497363167,3,CRÍTICO
2120,PA,15-16 anos,Feminino,B1,1,4.430979391321555,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Nenhum,Alto,0.0,2,ALTO
2121,PA,15-16 anos,Feminino,C,1,0.5,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,Nenhum,Muito baixo,32.89726048246168,1,MÉDIO
2122,BA,15-16 anos,Masculino,A,1,4.398129414059734,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,Roubo de conta,Muito alto,52.04592254825315,3,MÉDIO
2123,SC,9-10 anos,Feminino,B2,1,6.285434305262967,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,Phishing,Baixo,25.408358826864294,3,CRÍTICO
2124,MG,13-14 anos,Feminino,C,0,6.441278462714534,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,Social engineering,Médio,51.584274189785184,2,MÉDIO
2125,SC,15-16 anos,Masculino,B2,1,5.154727460568194,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Alto,47.926899971109336,1,MÉDIO
2126,PE,13-14 anos,Feminino,B2,1,6.778526849517951,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,Nenhum,Baixo,68.99230232495283,1,MÉDIO
2127,PR,11-12 anos,Masculino,C,1,10.092109071885584,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,Nenhum,Muito baixo,31.320369169188417,2,ALTO
2128,SP,13-14 anos,Masculino,D/E,0,8.4246093748752,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,Nenhum,Alto,0.0,1,MÉDIO
2129,PA,13-14 anos,Masculino,A,1,3.954958141180726,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,Nenhum,Muito alto,5.43365216017918,2,ALTO
2130,MG,13-14 anos,Feminino,B2,1,2.097792027066523,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,Nenhum,Alto,48.53754491911547,2,MÉDIO
2131,SP,9-10 anos,Masculino,B1,1,4.187697166852393,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,Nenhum,Médio,29.362439282608065,1,MÉDIO
2132,SP,11-12 anos,Masculino,C,1,3.1060344687653036,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,Nenhum,Alto,54.831227982579925,1,MÉDIO
2133,RS,15-16 anos,Feminino,B1,1,5.902695095729265,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Nenhum,Alto,0.0,2,ALTO
2134,RS,15-16 anos,Masculino,C,1,2.6376129211410038,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,Nenhum,Muito baixo,24.278570603947273,0,MÉDIO
2135,CE,9-10 anos,Feminino,B2,1,4.854355134819316,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,Nenhum,Muito baixo,51.545619870759396,0,BAIXO
2136,PA,15-16 anos,Feminino,B1,1,6.676028109072621,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,Extorsão,Alto,29.274456053820817,3,CRÍTICO
2137,SP,11-12 anos,Feminino,D/E,1,4.798608254365646,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,43.61957313374238,0,MÉDIO
2138,CE,13-14 anos,Feminino,A,1,3.107372354504407,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,Nenhum,Alto,34.372984788918195,2,ALTO
2139,SP,15-16 anos,Feminino,C,1,7.349628115171384,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,Nenhum,Alto,22.0322144052366,2,ALTO
2140,PA,15-16 anos,Masculino,A,1,1.2420381104923455,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,Nenhum,Médio,21.47737411757188,0,MÉDIO
2141,PA,15-16 anos,Feminino,C,1,4.344409888245074,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Nenhum,Alto,7.031846802455812,0,MÉDIO
2142,RS,11-12 anos,Masculino,C,0,4.91667995323733,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Nenhum,Alto,21.788682482421038,2,ALTO
2143,CE,15-16 anos,Feminino,B2,1,5.031817316799263,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,Nenhum,Baixo,78.1235682392107,1,MÉDIO
2144,RJ,9-10 anos,Masculino,B1,1,5.360992112156162,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,Nenhum,Baixo,0.0,1,MÉDIO
2145,BA,15-16 anos,Feminino,B2,1,6.220879639618986,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,52.7330686797697,1,MÉDIO
2146,PA,15-16 anos,Feminino,C,1,4.929185121909298,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,Nenhum,Muito alto,0.0,1,MÉDIO
2147,BA,13-14 anos,Feminino,D/E,1,4.263883435712638,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,Nenhum,Baixo,49.34785765512129,1,MÉDIO
2148,MG,11-12 anos,Masculino,C,1,4.184821310680609,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,Extorsão,Alto,4.562276789337264,3,CRÍTICO
2149,BA,15-16 anos,Masculino,C,1,3.7769683959232907,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Nenhum,Médio,18.345115833116388,1,MÉDIO
2150,PA,9-10 anos,Feminino,B2,1,6.5750866486537305,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,Extorsão,Médio,29.025286664169872,2,ALTO
2151,RJ,7-8 anos,Feminino,B2,1,3.706943041046971,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,Nenhum,Médio,49.35748924608363,1,MÉDIO
2152,SP,15-16 anos,Masculino,B1,1,6.693542218016489,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,Nenhum,Alto,78.70674381548375,2,MÉDIO
2153,CE,13-14 anos,Feminino,B2,1,5.037998164519742,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,Nenhum,Baixo,41.39843943787932,0,MÉDIO
2154,PA,15-16 anos,Feminino,B2,1,3.957490386287741,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,Phishing,Alto,24.880923510974622,3,CRÍTICO
2155,SP,11-12 anos,Masculino,C,1,6.23681443148827,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,Nenhum,Alto,47.03295424758052,0,MÉDIO
2156,RJ,9-10 anos,Feminino,C,1,3.5450921505537636,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,Fake giveaway,Alto,46.66922656560069,3,MÉDIO
2157,SP,15-16 anos,Feminino,D/E,1,6.276368081456425,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,Nenhum,Médio,0.0,0,MÉDIO
2158,MG,13-14 anos,Masculino,B1,1,5.42545224238357,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,Nenhum,Alto,49.623742702661886,2,MÉDIO
2159,BA,9-10 anos,Masculino,C,1,3.8073506218161586,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,Nenhum,Muito alto,17.32081022280644,1,MÉDIO
2160,CE,15-16 anos,Feminino,D/E,1,6.0572696306691185,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,Nenhum,Alto,17.701314473837225,0,MÉDIO
2161,PE,13-14 anos,Feminino,C,1,6.093179451377278,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,Nenhum,Médio,40.44813375704644,1,MÉDIO
2162,PR,13-14 anos,Masculino,B2,1,7.315039211619915,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,Nenhum,Alto,66.81372140841574,2,MÉDIO
2163,MG,13-14 anos,Feminino,B2,1,6.932294024818592,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,Nenhum,Alto,20.912232504264658,1,MÉDIO
2164,PA,15-16 anos,Feminino,A,1,5.982548041452565,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,Nenhum,Muito baixo,18.07694584636598,1,MÉDIO
2165,BA,15-16 anos,Feminino,B2,1,2.7448180975824736,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,0.0,2,ALTO
2166,SC,15-16 anos,Masculino,C,1,9.897173976348114,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,19.591257606997466,0,MÉDIO
2167,PR,9-10 anos,Feminino,A,1,2.1927675778563795,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,Nenhum,Alto,21.279934347706973,2,ALTO
2168,SP,15-16 anos,Masculino,B2,1,6.8985263485646175,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Nenhum,Alto,0.0,3,CRÍTICO
2169,PE,13-14 anos,Masculino,C,1,5.862567633772597,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,Nenhum,Muito alto,21.99001469439921,3,CRÍTICO
2170,RJ,13-14 anos,Masculino,D/E,1,2.6517152550377707,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,Fake giveaway,Alto,52.40366935646593,3,MÉDIO
2171,PE,11-12 anos,Feminino,C,1,4.7513981222430015,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,Nenhum,Médio,69.948549593726,1,MÉDIO
2172,SP,15-16 anos,Feminino,C,1,4.842494227510719,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,Roubo de conta,Alto,28.810024379865094,3,CRÍTICO
2173,SP,15-16 anos,Masculino,B2,1,7.611165431621047,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,Nenhum,Médio,14.943676021858778,3,CRÍTICO
2174,PA,9-10 anos,Feminino,B1,0,3.573378199439577,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,Nenhum,Muito alto,50.538534088474336,0,BAIXO
2175,RJ,13-14 anos,Masculino,B2,1,4.476109987151292,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,Nenhum,Médio,42.81031457803188,1,MÉDIO
2176,PA,15-16 anos,Masculino,C,1,0.5,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,Nenhum,Alto,42.44183427799645,0,MÉDIO
2177,RJ,7-8 anos,Feminino,D/E,1,8.469525586247155,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,Nenhum,Médio,25.82605942560936,1,MÉDIO
2178,PR,15-16 anos,Feminino,A,1,2.8590635139598577,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,0.0,1,MÉDIO
2179,PE,13-14 anos,Masculino,C,1,5.65382172847835,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,Nenhum,Alto,32.30027373491996,2,ALTO
2180,BA,13-14 anos,Feminino,B2,1,4.797184340556272,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Alto,0.0,2,ALTO
2181,RJ,11-12 anos,Masculino,C,1,4.80399806643332,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,0.0,1,MÉDIO
2182,SP,11-12 anos,Masculino,A,1,6.6197239697417505,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,Nenhum,Médio,93.36099797918692,1,MÉDIO
2183,SP,15-16 anos,Feminino,B2,1,8.34252492060727,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Nenhum,Médio,74.07111410602741,1,MÉDIO
2184,RJ,11-12 anos,Feminino,D/E,1,5.502987339883983,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,Fake giveaway,Alto,54.78890375303989,4,MÉDIO
2185,PE,15-16 anos,Masculino,C,1,6.310156035261052,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,43.217552406929926,1,MÉDIO
2186,SC,11-12 anos,Feminino,C,1,5.657783073454082,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,Nenhum,Alto,44.656158882419504,2,MÉDIO
2187,PA,9-10 anos,Feminino,B2,1,7.035062847861253,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,Nenhum,Muito alto,49.09202744578626,0,MÉDIO
2188,CE,7-8 anos,Masculino,B2,1,4.074167241027346,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,Nenhum,Médio,4.623851921111185,0,MÉDIO
2189,CE,13-14 anos,Feminino,B2,1,7.1507811088328275,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,Nenhum,Muito baixo,23.137411923197813,2,ALTO
2190,PE,15-16 anos,Feminino,D/E,1,7.220999731294768,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,Nenhum,Médio,28.517325423548627,0,MÉDIO
2191,RJ,11-12 anos,Feminino,D/E,1,7.16507401736582,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,25.012326833173738,0,MÉDIO
2192,SC,11-12 anos,Feminino,C,1,3.679704265327048,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,Nenhum,Alto,77.10579501050977,2,MÉDIO
2193,PE,11-12 anos,Feminino,B2,0,4.663324731525618,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,Nenhum,Médio,48.64897621363645,1,MÉDIO
2194,RS,13-14 anos,Masculino,D/E,1,5.47893397756087,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,Nenhum,Alto,44.032574752890106,1,MÉDIO
2195,SP,13-14 anos,Feminino,C,1,2.2583159103419885,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,Nenhum,Muito alto,28.562063331047415,3,CRÍTICO
2196,BA,15-16 anos,Feminino,C,1,8.189840416172029,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,Nenhum,Alto,51.669461130319576,0,BAIXO
2197,BA,13-14 anos,Masculino,B2,1,4.9754469329956486,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,Nenhum,Alto,25.82094651205731,1,MÉDIO
2198,PA,13-14 anos,Feminino,C,1,5.567855775209443,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,Nenhum,Médio,44.76180153175329,1,MÉDIO
2199,RS,9-10 anos,Feminino,C,1,3.845991120545594,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,Nenhum,Alto,14.92642242750814,0,MÉDIO
2200,MG,15-16 anos,Feminino,D/E,1,2.3462448812659544,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,Nenhum,Muito baixo,76.91618175970676,2,MÉDIO
2201,SC,11-12 anos,Masculino,D/E,1,3.791940229050458,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Nenhum,Alto,0.0,3,CRÍTICO
2202,SP,7-8 anos,Masculino,B2,1,5.438408375267177,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,46.114503604109515,1,MÉDIO
2203,MG,13-14 anos,Feminino,C,1,6.346857625507387,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,Nenhum,Muito alto,1.5924053501710758,2,ALTO
2204,SP,13-14 anos,Masculino,D/E,1,5.32358308120544,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,40.57168306943898,2,MÉDIO
2205,CE,13-14 anos,Feminino,B2,1,5.693448032483901,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,24.848803240158805,1,MÉDIO
2206,SC,13-14 anos,Masculino,B1,1,4.325947250637247,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Nenhum,Muito alto,21.438809560220673,3,CRÍTICO
2207,RJ,15-16 anos,Masculino,A,1,5.992497132490856,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,Nenhum,Médio,47.98758342173832,1,MÉDIO
2208,PA,9-10 anos,Masculino,C,1,7.965665732771814,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,Nenhum,Baixo,0.0,2,ALTO
2209,RJ,15-16 anos,Masculino,B2,1,6.409578884877973,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,73.27589254506492,1,MÉDIO
2210,SC,13-14 anos,Feminino,C,1,6.619083776505881,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,Nenhum,Alto,54.8492997530807,3,MÉDIO
2211,CE,13-14 anos,Masculino,B1,1,5.588032798613262,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,Roubo de conta,Alto,0.0,1,MÉDIO
2212,PA,13-14 anos,Masculino,D/E,1,1.9936898608007962,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,Phishing,Alto,34.19081434872464,3,ALTO
2213,SP,11-12 anos,Masculino,B2,0,2.9106669387375135,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,18.47825586910487,1,MÉDIO
2214,SC,15-16 anos,Feminino,B2,0,5.909751601327686,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,Nenhum,Médio,85.20996907768803,1,MÉDIO
2215,CE,13-14 anos,Masculino,C,1,4.978121896079828,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,Nenhum,Muito alto,28.86612584417448,1,MÉDIO
2216,RJ,11-12 anos,Feminino,C,1,5.879685772945656,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Nenhum,Muito alto,7.930180813627823,0,MÉDIO
2217,PA,13-14 anos,Feminino,B2,1,8.352846835688148,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,Nenhum,Alto,33.47716988881776,3,ALTO
2218,RJ,15-16 anos,Feminino,B2,1,6.452071998458667,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,Fake giveaway,Muito baixo,27.311902172646857,4,CRÍTICO
2219,PA,13-14 anos,Feminino,B1,1,7.517772411485643,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,Nenhum,Baixo,17.573172893822154,1,MÉDIO
2220,SP,15-16 anos,Feminino,C,1,5.18936277894146,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,Roubo de conta,Médio,50.8508989582621,2,MÉDIO
2221,CE,11-12 anos,Feminino,D/E,1,3.38556864503112,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,Nenhum,Alto,64.98137765885355,2,MÉDIO
2222,RS,7-8 anos,Masculino,C,1,4.884267681571318,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,Nenhum,Alto,54.96934923406056,3,MÉDIO
2223,SP,11-12 anos,Masculino,C,1,3.3904963725617243,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Nenhum,Baixo,60.23069695572845,1,MÉDIO
2224,RJ,13-14 anos,Masculino,C,1,8.116589913544896,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,Nenhum,Muito alto,27.067106697828855,1,MÉDIO
2225,SP,11-12 anos,Feminino,B1,1,6.580782153070939,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Nenhum,Alto,0.0,1,MÉDIO
2226,BA,7-8 anos,Feminino,D/E,1,6.041024993256559,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,Nenhum,Alto,100.0,1,MÉDIO
2227,RJ,15-16 anos,Feminino,D/E,1,7.471886404456207,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,Nenhum,Médio,29.11868979703314,2,ALTO
2228,PR,15-16 anos,Masculino,B2,1,0.9598871709535493,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,Malware,Muito alto,51.40010483919322,2,MÉDIO
2229,RJ,15-16 anos,Feminino,B1,1,6.176275902685319,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Phishing,Alto,27.316554171209415,2,ALTO
2230,RJ,9-10 anos,Masculino,B1,1,2.3787084313912548,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Baixo,20.773311834067428,1,MÉDIO
2231,CE,9-10 anos,Masculino,B1,1,4.985488603068678,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,Nenhum,Alto,26.259901441978784,3,CRÍTICO
2232,SP,7-8 anos,Masculino,C,0,4.376584815065571,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,Nenhum,Alto,28.047592900620316,1,MÉDIO
2233,SC,15-16 anos,Masculino,C,1,6.323473224193895,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,Nenhum,Muito alto,23.670575922934184,0,MÉDIO
2234,PA,15-16 anos,Feminino,D/E,1,5.456374577921911,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,Nenhum,Alto,22.502488455747677,2,ALTO
2235,PE,13-14 anos,Masculino,C,1,7.690234347223576,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,Nenhum,Baixo,24.88844447390336,1,MÉDIO
2236,PR,9-10 anos,Masculino,C,0,3.796205678134773,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,Nenhum,Muito alto,50.817309780531204,2,MÉDIO
2237,PA,13-14 anos,Feminino,C,1,6.418228779266568,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,Nenhum,Médio,50.16756697588592,1,MÉDIO
2238,SP,11-12 anos,Feminino,A,1,5.324446433797664,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,Nenhum,Alto,26.30979778811598,0,MÉDIO
2239,SP,11-12 anos,Feminino,B2,1,1.7294194598568948,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Nenhum,Muito alto,49.81051871250651,0,MÉDIO
2240,RJ,13-14 anos,Masculino,C,0,3.162767082953935,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Baixo,26.848611178882635,1,MÉDIO
2241,CE,15-16 anos,Feminino,A,1,4.700243932955663,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,Nenhum,Muito alto,53.27660414519221,3,MÉDIO
2242,SP,9-10 anos,Feminino,A,1,7.224584899783455,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,Phishing,Alto,24.100271481083507,2,ALTO
2243,RS,7-8 anos,Masculino,D/E,1,5.927446115114229,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Nenhum,Médio,0.0,1,MÉDIO
2244,SC,15-16 anos,Feminino,C,1,2.6649983522385714,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Baixo,48.279168599684155,0,MÉDIO
2245,PA,11-12 anos,Masculino,B2,1,4.719367543905681,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,Nenhum,Alto,45.776294105803295,2,MÉDIO
2246,RS,7-8 anos,Masculino,C,1,9.03561289758606,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,Nenhum,Alto,24.42224682257083,4,CRÍTICO
2247,SP,9-10 anos,Feminino,D/E,1,5.222446669681716,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,Nenhum,Muito baixo,0.0,1,MÉDIO
2248,PA,7-8 anos,Feminino,B2,1,4.345348849855209,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,Nenhum,Alto,1.5952377980291121,3,CRÍTICO
2249,PR,11-12 anos,Masculino,A,1,5.983479281512441,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Social engineering,Médio,84.14967572268873,3,MÉDIO
2250,SP,15-16 anos,Feminino,D/E,0,6.52678615916394,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,Nenhum,Médio,0.0,4,CRÍTICO
